activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,22484385,[],CHEMBL4688267,Inhibition of recombinant CYP2C19 (unknown origin),A,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C)c(Nc2c(Cl)c(C)nc3ccc(-c4cnc(C(C)(C)O)nc4)cc23)c1,,,CHEMBL4680302,J Med Chem,2020.0,,CHEMBL4764418,,CHEMBL4764418,5.68,0,http://www.openphacts.org/units/Nanomolar,3524545,=,1,1,=,,IC50,nM,,2100.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,2.1
Not Determined,22484386,[],CHEMBL4688267,Inhibition of recombinant CYP2C19 (unknown origin),A,,,BAO_0000190,BAO_0000357,single protein format,CC(Nc1c(Cl)cnc2ccc(-c3cnc(C(C)(C)O)nc3)nc12)c1ccccc1F,,,CHEMBL4680302,J Med Chem,2020.0,,CHEMBL4742065,,CHEMBL4742065,,0,,3524572,,1,0,,,IC50,,,,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,,,,
Not Determined,22484387,[],CHEMBL4688267,Inhibition of recombinant CYP2C19 (unknown origin),A,,,BAO_0000190,BAO_0000357,single protein format,CC(Nc1c(Cl)cnc2ccc(-c3cnc(C(C)(C)O)nc3)nc12)c1ccccc1F,,,CHEMBL4680302,J Med Chem,2020.0,,CHEMBL4742065,,CHEMBL4742065,,0,,3524573,,1,0,,,IC50,,,,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,,,,
,22484388,[],CHEMBL4688267,Inhibition of recombinant CYP2C19 (unknown origin),A,,,BAO_0000190,BAO_0000357,single protein format,CC(Nc1c(Cl)cnc2ccc(-c3cnc(C(C)(C)O)nc3)nc12)c1ccccc1F,,,CHEMBL4680302,J Med Chem,2020.0,,CHEMBL4742065,,CHEMBL4742065,7.52,0,http://www.openphacts.org/units/Nanomolar,3524574,=,1,1,=,,IC50,nM,,30.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,0.03
Not Determined,22484389,[],CHEMBL4688267,Inhibition of recombinant CYP2C19 (unknown origin),A,,,BAO_0000190,BAO_0000357,single protein format,CC(Nc1c(Cl)cnc2cnc(-c3cnc(C(C)(C)O)nc3)cc12)c1ccccc1F,,,CHEMBL4680302,J Med Chem,2020.0,,CHEMBL4789048,,CHEMBL4789048,,0,,3524575,,1,0,,,IC50,,,,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,,,,
Not Determined,22484390,[],CHEMBL4688267,Inhibition of recombinant CYP2C19 (unknown origin),A,,,BAO_0000190,BAO_0000357,single protein format,CC(Nc1c(Cl)cnc2ncc(-c3cnc(C(C)(C)O)nc3)cc12)c1ccccc1F,,,CHEMBL4680302,J Med Chem,2020.0,,CHEMBL4741635,,CHEMBL4741635,,0,,3524576,,1,0,,,IC50,,,,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,,,,
,22484391,[],CHEMBL4688267,Inhibition of recombinant CYP2C19 (unknown origin),A,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2cc(F)c(-c3cnc(C(C)(C)O)nc3)nc2c(N[C@H](C)c2cc(C#N)ccc2F)c1Cl,,,CHEMBL4680302,J Med Chem,2020.0,,CHEMBL4777447,,CHEMBL4777447,,0,http://www.openphacts.org/units/Nanomolar,3524577,>,1,1,>,,IC50,nM,,20000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,20.0
,22490866,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL4689629,Inhibition of CYP2C19 in human liver microsomes using (S)-(+)-mephenytoin as substrate incubated for 30 mins by LC-MS/MS analysis,A,,,BAO_0000190,BAO_0000251,microsome format,C[C@H]1CCCN1C[C@@H](C)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,,,CHEMBL4680373,ACS Med Chem Lett,2021.0,,CHEMBL4798111,,CHEMBL4798111,,0,http://www.openphacts.org/units/Nanomolar,3525772,>,1,1,>,,IC50,nM,,50000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,50.0
,22754329,[],CHEMBL4700471,Inhibition of CYP2C19 (unknown origin),A,,,BAO_0000190,BAO_0000357,single protein format,Cc1c(-c2cc(F)c(N)cc2F)ccc2c3ocnc3c(=O)n(C3CC3)c12,,,CHEMBL4699432,RSC Med Chem,2020.0,,CHEMBL4747990,,CHEMBL4747990,,0,http://www.openphacts.org/units/Nanomolar,3531745,>,1,1,>,,IC50,nM,,30000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,30.0
,22754330,[],CHEMBL4700471,Inhibition of CYP2C19 (unknown origin),A,,,BAO_0000190,BAO_0000357,single protein format,Cc1c(-c2cc(F)c(N)cc2F)ccc2c3oc(CN)nc3c(=O)n(C3CC3)c12,,,CHEMBL4699432,RSC Med Chem,2020.0,,CHEMBL4764598,,CHEMBL4764598,6.30,0,http://www.openphacts.org/units/Nanomolar,3531770,=,1,1,=,,IC50,nM,,500.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,0.5
,22754331,[],CHEMBL4700471,Inhibition of CYP2C19 (unknown origin),A,,,BAO_0000190,BAO_0000357,single protein format,Cc1c(-c2cnc3[nH]ncc3c2)ccc2c3oc(CN)nc3c(=O)n(C3CC3)c12,,,CHEMBL4699432,RSC Med Chem,2020.0,,CHEMBL4787847,,CHEMBL4787847,5.54,0,http://www.openphacts.org/units/Nanomolar,3531771,=,1,1,=,,IC50,nM,,2900.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,2.9
,22754332,[],CHEMBL4700471,Inhibition of CYP2C19 (unknown origin),A,,,BAO_0000190,BAO_0000357,single protein format,Cc1c(-c2ccc3[nH]ncc3c2)ccc2c3oc(CN)nc3c(=O)n(C3CC3)c12,,,CHEMBL4699432,RSC Med Chem,2020.0,,CHEMBL4743440,,CHEMBL4743440,6.10,0,http://www.openphacts.org/units/Nanomolar,3531772,=,1,1,=,,IC50,nM,,800.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,0.8
,22754469,[],CHEMBL4700509,Inhibition of CYP2C19 (unknown origin),A,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2c(=O)n(C3CC3)c3c(Cl)c(N4CC[C@@H]([C@H](C)N)C4)c(F)cc3c2o1,,,CHEMBL4699433,RSC Med Chem,2020.0,,CHEMBL4786331,,CHEMBL4786331,4.52,0,http://www.openphacts.org/units/Nanomolar,3531793,=,1,1,=,,IC50,nM,,30000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,30.0
,22756164,[],CHEMBL4700812,Inhibition of CYP2C19 in human liver microsomes,A,,,BAO_0000190,BAO_0000251,microsome format,CNc1nc(Nc2ccc(-n3cnc(C)n3)c(OC)c2)nc2c1CC[C@H]2c1ccc(F)cc1,,,CHEMBL4699441,ACS Med Chem Lett,2019.0,,CHEMBL4209316,,CHEMBL4209316,5.08,0,http://www.openphacts.org/units/Nanomolar,3532149,=,1,1,=,,IC50,nM,,8300.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,8.3
,22757288,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL4701145,Inhibition of CYP2C19 in human liver microsomes using S-mephenytoin as substrate measured after 30 mins in presence of NADPH by LC-MS/MS analysis,A,,,BAO_0000190,BAO_0000251,microsome format,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CNC(=O)N1CC(OC(C)C)C1,,,CHEMBL4699451,J Med Chem,2020.0,,CHEMBL4744041,,CHEMBL4744041,,0,http://www.openphacts.org/units/Nanomolar,3532423,>,1,1,>,,IC50,nM,,25000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,25.0
,22759038,[],CHEMBL4701591,Inhibition of recombinant CYP2C19 (unknown origin),A,,,BAO_0000190,BAO_0000357,single protein format,C[C@H]1C[C@H](C(=O)O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccccc3)c3cc(F)c(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,,,CHEMBL4699477,Bioorg Med Chem Lett,2020.0,,CHEMBL4763134,,CHEMBL4763134,,0,http://www.openphacts.org/units/Nanomolar,3532820,>,1,1,>,,IC50,nM,,20000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,20.0
,22759628,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.08333', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '5.0'}]",CHEMBL4701760,Inhibition of CYP2C19 in human liver microsomes using isoform-specific probe substrates preincubated for 5 mins followed by NADPH addition by LC-MS/MS analysis,A,,,BAO_0000190,BAO_0000251,microsome format,CN(C)C(=O)c1ccc(Oc2nc(-c3ccc(N)nc3)nc(N3CCOCC3)n2)cc1,,,CHEMBL4699485,J Med Chem,2020.0,,CHEMBL4793302,,CHEMBL4793302,,0,http://www.openphacts.org/units/Nanomolar,3532949,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,10.0
,22759629,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.08333', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '5.0'}]",CHEMBL4701760,Inhibition of CYP2C19 in human liver microsomes using isoform-specific probe substrates preincubated for 5 mins followed by NADPH addition by LC-MS/MS analysis,A,,,BAO_0000190,BAO_0000251,microsome format,CN(C)C(=O)c1ccc(Oc2nc(-c3ccnc4[nH]ccc34)nc(N3CCOCC3)n2)cc1,,,CHEMBL4699485,J Med Chem,2020.0,,CHEMBL4764922,,CHEMBL4764922,,0,http://www.openphacts.org/units/Nanomolar,3532954,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,10.0
,22759630,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.08333', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '5.0'}]",CHEMBL4701760,Inhibition of CYP2C19 in human liver microsomes using isoform-specific probe substrates preincubated for 5 mins followed by NADPH addition by LC-MS/MS analysis,A,,,BAO_0000190,BAO_0000251,microsome format,CN(C)C(=O)c1ccc(Oc2nc(-c3cnc(N)s3)nc(N3CCOCC3)n2)cc1,,,CHEMBL4699485,J Med Chem,2020.0,,CHEMBL4782133,,CHEMBL4782133,,0,http://www.openphacts.org/units/Nanomolar,3532956,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,10.0
,22765667,[],CHEMBL4703151,Inhibition of recombinant CYP2C19 (unknown origin) by fluorescence-based assay,A,,,BAO_0000190,BAO_0000357,single protein format,CCn1nc2c(c1Nc1nc(-c3ccc(-n4cnc(C)c4)c(OC)n3)cs1)CCCC2,,,CHEMBL4699542,Bioorg Med Chem,2020.0,,CHEMBL4445443,,CHEMBL4445443,5.23,0,http://www.openphacts.org/units/Nanomolar,3534100,=,1,1,=,,IC50,nM,,5900.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,5.9
,22765668,[],CHEMBL4703151,Inhibition of recombinant CYP2C19 (unknown origin) by fluorescence-based assay,A,,,BAO_0000190,BAO_0000357,single protein format,COc1nc(-c2csc(Nc3c4c(nn3C(C)(C)C)CCCC4)n2)ccc1-n1cnc(C)c1,,,CHEMBL4699542,Bioorg Med Chem,2020.0,,CHEMBL4754724,,CHEMBL4754724,4.92,0,http://www.openphacts.org/units/Nanomolar,3534117,=,1,1,=,,IC50,nM,,12000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,12.0
,22765669,[],CHEMBL4703151,Inhibition of recombinant CYP2C19 (unknown origin) by fluorescence-based assay,A,,,BAO_0000190,BAO_0000357,single protein format,COc1nc(-c2csc(Nc3c4c(nn3C3CCC3)CCCC4)n2)ccc1-n1cnc(C)c1,,,CHEMBL4699542,Bioorg Med Chem,2020.0,,CHEMBL4795963,,CHEMBL4795963,5.80,0,http://www.openphacts.org/units/Nanomolar,3534118,=,1,1,=,,IC50,nM,,1600.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,1.6
,22765670,[],CHEMBL4703151,Inhibition of recombinant CYP2C19 (unknown origin) by fluorescence-based assay,A,,,BAO_0000190,BAO_0000357,single protein format,COc1nc(-c2csc(Nc3c4c(nn3CCF)CCCC4)n2)ccc1-n1cnc(C)c1,,,CHEMBL4699542,Bioorg Med Chem,2020.0,,CHEMBL4750723,,CHEMBL4750723,5.34,0,http://www.openphacts.org/units/Nanomolar,3534127,=,1,1,=,,IC50,nM,,4600.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,4.6
,22765671,[],CHEMBL4703151,Inhibition of recombinant CYP2C19 (unknown origin) by fluorescence-based assay,A,,,BAO_0000190,BAO_0000357,single protein format,COc1nc(-c2csc(Nc3c4c(nn3CCO)CCCC4)n2)ccc1-n1cnc(C)c1,,,CHEMBL4699542,Bioorg Med Chem,2020.0,,CHEMBL4741060,,CHEMBL4741060,4.12,0,http://www.openphacts.org/units/Nanomolar,3534130,=,1,1,=,,IC50,nM,,76000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,76.0
,22765672,[],CHEMBL4703151,Inhibition of recombinant CYP2C19 (unknown origin) by fluorescence-based assay,A,,,BAO_0000190,BAO_0000357,single protein format,COc1nc(-c2csc(Nc3c4c(nn3CCCO)CCCC4)n2)ccc1-n1cnc(C)c1,,,CHEMBL4699542,Bioorg Med Chem,2020.0,,CHEMBL4777113,,CHEMBL4777113,4.51,0,http://www.openphacts.org/units/Nanomolar,3534131,=,1,1,=,,IC50,nM,,31000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,31.0
,22765673,[],CHEMBL4703151,Inhibition of recombinant CYP2C19 (unknown origin) by fluorescence-based assay,A,,,BAO_0000190,BAO_0000357,single protein format,COc1nc(-c2csc(Nc3c4c(nn3CC(C)(C)O)CCCC4)n2)ccc1-n1cnc(C)c1,,,CHEMBL4699542,Bioorg Med Chem,2020.0,,CHEMBL4760389,,CHEMBL4760389,5.41,0,http://www.openphacts.org/units/Nanomolar,3534132,=,1,1,=,,IC50,nM,,3900.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,3.9
,22765674,[],CHEMBL4703151,Inhibition of recombinant CYP2C19 (unknown origin) by fluorescence-based assay,A,,,BAO_0000190,BAO_0000357,single protein format,COc1nc(-c2csc(Nc3cc(C(C)(C)C)nn3C(C)C)n2)ccc1-n1cnc(C)c1,,,CHEMBL4699542,Bioorg Med Chem,2020.0,,CHEMBL4794750,,CHEMBL4794750,4.85,0,http://www.openphacts.org/units/Nanomolar,3534135,=,1,1,=,,IC50,nM,,14000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,14.0
,22765675,[],CHEMBL4703151,Inhibition of recombinant CYP2C19 (unknown origin) by fluorescence-based assay,A,,,BAO_0000190,BAO_0000357,single protein format,COc1nc(-c2csc(Nc3cc(C(C)(C)C)nn3CCF)n2)ccc1-n1cnc(C)c1,,,CHEMBL4699542,Bioorg Med Chem,2020.0,,CHEMBL4786740,,CHEMBL4786740,5.48,0,http://www.openphacts.org/units/Nanomolar,3534137,=,1,1,=,,IC50,nM,,3300.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,3.3
,22765676,[],CHEMBL4703151,Inhibition of recombinant CYP2C19 (unknown origin) by fluorescence-based assay,A,,,BAO_0000190,BAO_0000357,single protein format,COc1nc(-c2csc(Nc3cc(C(C)(C)C)nn3CC(F)(F)F)n2)ccc1-n1cnc(C)c1,,,CHEMBL4699542,Bioorg Med Chem,2020.0,,CHEMBL4751736,,CHEMBL4751736,5.05,0,http://www.openphacts.org/units/Nanomolar,3534138,=,1,1,=,,IC50,nM,,9000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,9.0
,22765677,[],CHEMBL4703151,Inhibition of recombinant CYP2C19 (unknown origin) by fluorescence-based assay,A,,,BAO_0000190,BAO_0000357,single protein format,CCn1nc(C2(C)CC2)cc1Nc1nc(-c2ccc(-n3cnc(C)c3)c(OC)n2)cs1,,,CHEMBL4699542,Bioorg Med Chem,2020.0,,CHEMBL4749020,,CHEMBL4749020,,0,http://www.openphacts.org/units/Nanomolar,3534140,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,100.0
,22765678,[],CHEMBL4703151,Inhibition of recombinant CYP2C19 (unknown origin) by fluorescence-based assay,A,,,BAO_0000190,BAO_0000357,single protein format,CCn1nc(C(F)(F)F)cc1Nc1nc(-c2ccc(-n3cnc(C)c3)c(OC)n2)cs1,,,CHEMBL4699542,Bioorg Med Chem,2020.0,,CHEMBL4763513,,CHEMBL4763513,4.92,0,http://www.openphacts.org/units/Nanomolar,3534141,=,1,1,=,,IC50,nM,,12000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,12.0
,22765679,[],CHEMBL4703151,Inhibition of recombinant CYP2C19 (unknown origin) by fluorescence-based assay,A,,,BAO_0000190,BAO_0000357,single protein format,COc1nc(-c2csc(Nc3c4c(nn3C)CCC4)n2)ccc1-n1cnc(C)c1,,,CHEMBL4699542,Bioorg Med Chem,2020.0,,CHEMBL4741605,,CHEMBL4741605,4.43,0,http://www.openphacts.org/units/Nanomolar,3534144,=,1,1,=,,IC50,nM,,37000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,37.0
,22765680,[],CHEMBL4703151,Inhibition of recombinant CYP2C19 (unknown origin) by fluorescence-based assay,A,,,BAO_0000190,BAO_0000357,single protein format,CCn1nc2c(c1Nc1nc(-c3ccc(-n4cnc(C)c4)c(OC)n3)cs1)CCC2,,,CHEMBL4699542,Bioorg Med Chem,2020.0,,CHEMBL4758131,,CHEMBL4758131,,0,http://www.openphacts.org/units/Nanomolar,3534145,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,100.0
,22765681,[],CHEMBL4703151,Inhibition of recombinant CYP2C19 (unknown origin) by fluorescence-based assay,A,,,BAO_0000190,BAO_0000357,single protein format,COc1nc(-c2csc(Nc3c4c(nn3CCF)CCC4)n2)ccc1-n1cnc(C)c1,,,CHEMBL4699542,Bioorg Med Chem,2020.0,,CHEMBL4759910,,CHEMBL4759910,4.46,0,http://www.openphacts.org/units/Nanomolar,3534149,=,1,1,=,,IC50,nM,,35000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,35.0
,22765682,[],CHEMBL4703151,Inhibition of recombinant CYP2C19 (unknown origin) by fluorescence-based assay,A,,,BAO_0000190,BAO_0000357,single protein format,COc1nc(-c2csc(Nc3c4c(nn3CC(F)(F)F)CCC4)n2)ccc1-n1cnc(C)c1,,,CHEMBL4699542,Bioorg Med Chem,2020.0,,CHEMBL4777391,,CHEMBL4777391,5.15,0,http://www.openphacts.org/units/Nanomolar,3534150,=,1,1,=,,IC50,nM,,7100.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,7.1
,22765683,[],CHEMBL4703151,Inhibition of recombinant CYP2C19 (unknown origin) by fluorescence-based assay,A,,,BAO_0000190,BAO_0000357,single protein format,COc1nc(-c2csc(Nc3c4c(nn3CCO)CCC4)n2)ccc1-n1cnc(C)c1,,,CHEMBL4699542,Bioorg Med Chem,2020.0,,CHEMBL4761020,,CHEMBL4761020,5.04,0,http://www.openphacts.org/units/Nanomolar,3534151,=,1,1,=,,IC50,nM,,9200.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,9.2
,22765684,[],CHEMBL4703151,Inhibition of recombinant CYP2C19 (unknown origin) by fluorescence-based assay,A,,,BAO_0000190,BAO_0000357,single protein format,CCn1nc2c(c1Nc1nc(-c3ccc(-n4cnc(C)c4)c(OC)n3)cs1)CCC2(C)C,,,CHEMBL4699542,Bioorg Med Chem,2020.0,,CHEMBL4747572,,CHEMBL4747572,4.82,0,http://www.openphacts.org/units/Nanomolar,3534152,=,1,1,=,,IC50,nM,,15000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,15.0
,22765685,[],CHEMBL4703151,Inhibition of recombinant CYP2C19 (unknown origin) by fluorescence-based assay,A,,,BAO_0000190,BAO_0000357,single protein format,CCn1nc2c(c1Nc1nc(-c3ccc(-n4cnc(C)c4)c(OC)n3)cs1)C(C)CC2(C)C,,,CHEMBL4699542,Bioorg Med Chem,2020.0,,CHEMBL4798079,,CHEMBL4798079,4.48,0,http://www.openphacts.org/units/Nanomolar,3534153,=,1,1,=,,IC50,nM,,33000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,33.0
,22765686,[],CHEMBL4703151,Inhibition of recombinant CYP2C19 (unknown origin) by fluorescence-based assay,A,,,BAO_0000190,BAO_0000357,single protein format,CCn1nc2c(c1Nc1nc(-c3ccc(-n4cnc(C)c4)c(OC)n3)cs1)CCCCC2,,,CHEMBL4699542,Bioorg Med Chem,2020.0,,CHEMBL4745955,,CHEMBL4745955,4.07,0,http://www.openphacts.org/units/Nanomolar,3534154,=,1,1,=,,IC50,nM,,85000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,85.0
,22771969,[],CHEMBL4704621,Inhibition of CYP2C19 (unknown origin),A,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]nc(-c2ccc(Cl)c(C(F)(F)F)c2)o1,,,CHEMBL4699601,J Med Chem,2020.0,,CHEMBL4788846,,CHEMBL4788846,,0,http://www.openphacts.org/units/Nanomolar,3535410,>,1,1,>,,IC50,nM,,25000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,25.0
,22775234,[],CHEMBL4705439,Inhibition of CYP2C19 (unknown origin) incubated for 20 to 30 mins by P450-Glo assay,A,,,BAO_0000190,BAO_0000357,single protein format,CC[C@@H](c1nc2cccc(F)c2c(=O)n1C1CC1)n1nc(-c2ccc(OC)c(F)c2)c2c(N)ncnc21,,,CHEMBL4699641,J Med Chem,2020.0,,CHEMBL4781849,,CHEMBL4781849,,0,http://www.openphacts.org/units/Nanomolar,3536239,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,10.0
,22777214,[],CHEMBL4706016,Inhibition of CYP2C19 in human liver microsomes,A,,,BAO_0000190,BAO_0000251,microsome format,CC(=O)N1CCN(CCOCc2ccn(-c3ccc(F)c(F)c3)n2)CC1.Cl,,,CHEMBL4699658,J Med Chem,2020.0,,CHEMBL4743610,,CHEMBL4802406,4.00,0,http://www.openphacts.org/units/Nanomolar,3536664,=,1,1,=,,IC50,nM,,100000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,100.0
,22778144,[],CHEMBL4706258,Inhibition of CYP2C19 in human liver microsomes in presence of NADPH,A,,,BAO_0000190,BAO_0000251,microsome format,C[C@@H](c1cc(OCC(F)F)ccn1)n1cnc2c(N)nc(Cl)nc21,,,CHEMBL4699664,J Med Chem,2020.0,,CHEMBL4762103,,CHEMBL4762103,,0,http://www.openphacts.org/units/Nanomolar,3536835,>,1,1,>,,IC50,nM,,25000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,25.0
,22778381,[],CHEMBL4706318,Inhibition of CYP2C19 in human liver microsomes in presence of NADPH by LC-MS/MS analysis,A,,,BAO_0000190,BAO_0000251,microsome format,O=C1N2C[C@@H](CC[C@H]2F)N1OS(=O)(=O)[O-].[Na+],,,CHEMBL4699665,J Med Chem,2020.0,,CHEMBL4753698,,CHEMBL4802858,,0,http://www.openphacts.org/units/Nanomolar,3536852,>,1,1,>,,IC50,nM,,50000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,50.0
,22779064,[],CHEMBL4706776,Inhibition of CYP2C19 in human liver microsomes using isoform-specific probe substrates in presence of NADPH-generating system by LC-MS analysis,A,,,BAO_0000190,BAO_0000251,microsome format,Cc1cc(NC2CCc3cc(Cl)ccc3C2)n2nc(C(C)(F)F)nc2n1,,,CHEMBL4706474,J Med Chem,2016.0,,CHEMBL4761666,,CHEMBL4761666,,0,http://www.openphacts.org/units/Nanomolar,3537054,>,1,1,>,,IC50,nM,,20000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,20.0
,22779065,[],CHEMBL4706776,Inhibition of CYP2C19 in human liver microsomes using isoform-specific probe substrates in presence of NADPH-generating system by LC-MS analysis,A,,,BAO_0000190,BAO_0000251,microsome format,Cc1cc(N[C@H]2CCc3ccc(Cl)cc3C2)n2nc(C(C)(F)F)nc2n1,,,CHEMBL4706474,J Med Chem,2016.0,,CHEMBL4751920,,CHEMBL4751920,,0,http://www.openphacts.org/units/Nanomolar,3537056,>,1,1,>,,IC50,nM,,20000.0,CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,9606,,,IC50,uM,UO_0000065,,20.0
